"Country.of.Origin","Number.of.Bags","Bag.Weight","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Category.Two.Defects"
"Colombia",250,"70 kg","Washed / Wet",7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0,9
"Mexico",49,"1 kg","Washed / Wet",7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12,0,0,5
"Mexico",20,"1 kg","Semi-washed / Semi-pulped",7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0,2
"Mexico",35,"1 kg","Washed / Wet",7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0,9
"Mexico",10,"1 kg","Washed / Wet",7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0,1
"Mexico",74,"1 kg","Washed / Wet",7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,0
"Mexico",26,"1 kg","Washed / Wet",7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14,0,0,6
"Mexico",10,"1 kg","Washed / Wet",7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0,0
"Mexico",1,"1 kg","Washed / Wet",7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0,4
"Mexico",10,"1 kg","Washed / Wet",7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0,0
"Colombia",250,"70 kg","Natural / Dry",7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0,2
"Brazil",51,"60 kg","Natural / Dry",7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0,2
"Colombia",250,"70 kg","Washed / Wet",7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0,2
"Honduras",275,"69 kg","Washed / Wet",7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1,8
"Brazil",320,"2 kg","Natural / Dry",7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11,0,3,11
"Brazil",305,"59 kg","Natural / Dry",7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4,14
"Brazil",320,"60 kg","Natural / Dry",7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2,3
"Costa Rica",100,"69 kg","Washed / Wet",7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1,6,1,3
"Costa Rica",130,"69 kg","Washed / Wet",7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0,0,2,0
"China",3,"60 kg","Pulped natural / honey",7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6,2
"Brazil",12,"2 kg","Natural / Dry",8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,0
"Brazil",300,"60 kg","Natural / Dry",7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,10
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1,0,0,6
"Malawi",10,"60 kg","Washed / Wet",7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0,0
"Brazil",10,"2 kg","Natural / Dry",7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12,0,0,3
"Mexico",320,"5 lbs","Washed / Wet",7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0,0
"Colombia",250,"3 kg","Washed / Wet",7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0,2
"Taiwan",10,"20 kg","Semi-washed / Semi-pulped",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,0
"Taiwan",10,"30 kg","Washed / Wet",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0,1
"Colombia",250,"70 kg","Washed / Wet",7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0,0,0,1
"Mexico",250,"1 kg","Washed / Wet",7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0,3
"Costa Rica",275,"1 kg","Washed / Wet",7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0,0,0,14
"Guatemala",275,"69 kg","Washed / Wet",7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0,3
"Mexico",10,"1 kg","Natural / Dry",7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0,8
"Mexico",10,"1 kg","Washed / Wet",7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0,9
"Guatemala",250,"1 kg","Washed / Wet",7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,2,0,5
"Brazil",16,"60 kg","Natural / Dry",7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,0,0,2
"Mexico",10,"1 kg","Washed / Wet",8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0,0
"Brazil",44,"60 kg","Washed / Wet",7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0,2
"Colombia",250,"70 kg","Natural / Dry",7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,0,0,0
"Brazil",1062,"5 kg","Washed / Wet",7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,2,6,10
"Guatemala",275,"69 kg","Washed / Wet",7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,2
"Brazil",180,"2 kg","Natural / Dry",7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,9
"El Salvador",275,"1 kg","Washed / Wet",7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,0
"Honduras",275,"1 kg","Washed / Wet",7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,2
"Malawi",10,"60 kg","Washed / Wet",7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,0
"Brazil",320,"2 kg","Natural / Dry",7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,0
"Taiwan",35,"60 kg","Washed / Wet",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,0
"Mexico",150,"1 kg","Washed / Wet",7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,4
"United States (Hawaii)",6,"100 lbs","Natural / Dry",7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,1
"Mexico",10,"1 kg","Washed / Wet",7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,8
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,2
"Mexico",10,"1 kg","Washed / Wet",7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,3
"Mexico",40,"1 kg","Washed / Wet",7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,13
"El Salvador",288,"1 kg","Washed / Wet",7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,5
"Mexico",250,"1 kg","Washed / Wet",7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,0
"Mexico",250,"1 kg","Washed / Wet",7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,3
"Colombia",250,"70 kg","Washed / Wet",7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,1
"Colombia",100,"70 kg","Washed / Wet",7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,0
"Brazil",84,"60 kg","Natural / Dry",7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,1
"Brazil",320,"60 kg","Natural / Dry",7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,5
"Honduras",200,"69 kg","Washed / Wet",7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,2
"Tanzania, United Republic Of",30,"80 kg","Washed / Wet",7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,6
"Tanzania, United Republic Of",300,"60 kg","Washed / Wet",7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,1
"Brazil",320,"2 kg","Natural / Dry",6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,1
"Thailand",1,"1 kg","Washed / Wet",7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,0
"Honduras",275,"1 kg","Washed / Wet",7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,2
"Guatemala",250,"69 kg","Washed / Wet",7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,4
"Brazil",300,"60 kg","Natural / Dry",7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,1
"Tanzania, United Republic Of",10,"60 kg","Washed / Wet",7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,1
"Mexico",200,"1 kg","Washed / Wet",7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,0
"Mexico",2,"2 kg","Washed / Wet",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,1
"Taiwan",60,"60 kg","Other",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,0
"Taiwan",80,"10 kg","Washed / Wet",7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,0
"Colombia",250,"70 kg","Washed / Wet",7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,1
"Mexico",10,"1 kg","Washed / Wet",7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,9
"Guatemala",250,"1 kg","Washed / Wet",7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,2
"Mexico",200,"1 kg","Washed / Wet",7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,4
"Mexico",60,"1 kg","Washed / Wet",7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,1
"Indonesia",2,"1 kg","Washed / Wet",7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,3
"Colombia",275,"70 kg","Washed / Wet",7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,6
"Brazil",320,"60 kg","Natural / Dry",7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,3
"Brazil",320,"2 kg","Natural / Dry",7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,1
"Costa Rica",275,"350 kg","Washed / Wet",7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,0
"Tanzania, United Republic Of",300,"2 kg","Washed / Wet",7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,5
"Tanzania, United Republic Of",1,"60 kg","Washed / Wet",7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,3
"Colombia",1,"5 lbs","Washed / Wet",7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,0
"Costa Rica",150,"69 kg","Washed / Wet",7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,2
"United States (Hawaii)",4,"100 lbs","Natural / Dry",7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,0
"Mexico",35,"1 kg","Washed / Wet",7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,7
"Mexico",250,"1 kg","Washed / Wet",7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,13
"Mexico",15,"1 kg","Washed / Wet",7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,11
"Vietnam",1,"2 kg","Natural / Dry",7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,2
"Mexico",250,"1 kg","Washed / Wet",7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,1
"United States (Hawaii)",10,"100 lbs","Washed / Wet",7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,2
"Honduras",275,"69 kg","Washed / Wet",7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,1
"Honduras",275,"69 kg","Natural / Dry",7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,7
"Brazil",230,"60 kg","Natural / Dry",7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,3
"Tanzania, United Republic Of",2,"80 kg","Washed / Wet",7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,20
"Laos",1,"2 kg","Washed / Wet",7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,0
"Tanzania, United Republic Of",1,"60 kg","Washed / Wet",7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,3
"Malawi",16,"60 kg","Washed / Wet",7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,1
"Taiwan",50,"20 kg","Washed / Wet",7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,0
"Thailand",1,"1 kg","Washed / Wet",7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,0
"Costa Rica",250,"1 kg","Washed / Wet",7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,4
"Honduras",275,"69 kg","Washed / Wet",7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,5
"Colombia",250,"70 kg","Washed / Wet",7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,1
"Taiwan",30,"10 kg","Washed / Wet",7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,0
"Brazil",1,"2 kg","Natural / Dry",7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,0
"Mexico",15,"1 kg","Washed / Wet",7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,1
"Brazil",50,"60 kg","Natural / Dry",7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0,1
"Brazil",75,"60 kg","Semi-washed / Semi-pulped",7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0,1
"Guatemala",250,"1 kg","Natural / Dry",7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0,3
"Brazil",53,"60 kg","Semi-washed / Semi-pulped",7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,2
"Guatemala",250,"2 kg","Washed / Wet",7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,10
"Guatemala",25,"69 kg","Washed / Wet",7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,1
"Guatemala",50,"69 kg","Washed / Wet",7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2,0
"Honduras",274,"67 kg","Washed / Wet",7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,1
"Brazil",305,"59 kg","Natural / Dry",7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,4
"El Salvador",275,"69 kg","Washed / Wet",7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,2
"Guatemala",275,"69 kg","Washed / Wet",7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,7
"Tanzania, United Republic Of",114,"60 kg","Washed / Wet",7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0,4
"Nicaragua",275,"5 lbs","Washed / Wet",7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,4
"Zambia",13,"2 kg","Washed / Wet",7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,3
"Honduras",1,"2 kg","Washed / Wet",7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,0
"Taiwan",35,"30 kg","Other",7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,0
"Mexico",450,"1 kg","Washed / Wet",7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,6
"Mexico",10,"1 kg","Semi-washed / Semi-pulped",7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,7
"Mexico",10,"1 kg","Washed / Wet",7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,8
"Mexico",30,"1 kg","Washed / Wet",7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,4
"Mexico",62,"1 kg","Washed / Wet",7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,0
"Brazil",8,"60 kg","Natural / Dry",7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,3
"Guatemala",25,"69 kg","Washed / Wet",7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,1
"Costa Rica",15,"46 kg","Pulped natural / honey",7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,4
"Brazil",200,"59 kg","Natural / Dry",7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,3
"Indonesia",166,"30 kg","Other",7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1,0
"Guatemala",130,"69 kg","Washed / Wet",7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,6
"Brazil",320,"2 kg","Natural / Dry",7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,1
"Brazil",300,"2 kg","Natural / Dry",7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,0
"Myanmar",1,"2 kg","Washed / Wet",7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,2
"Mexico",250,"2 kg","Washed / Wet",7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,7
"Honduras",275,"1 kg","Washed / Wet",7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,1
"Costa Rica",275,"18975 kg","Washed / Wet",7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,0
"Taiwan",8,"5 kg","Washed / Wet",7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,0
"Indonesia",300,"10 kg","Other",7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0,6
"Malawi",24,"60 kg","Washed / Wet",7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,0
"Brazil",320,"2 kg","Natural / Dry",7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,0
"Honduras",275,"1 kg","Natural / Dry",7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,4
"Mexico",280,"2 kg","Washed / Wet",7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,0
"Colombia",50,"70 kg","Washed / Wet",7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,0
"United States (Hawaii)",19,"100 lbs","Natural / Dry",7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,1
"Brazil",300,"60 kg","Semi-washed / Semi-pulped",7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,0
"Guatemala",250,"69 kg","Washed / Wet",7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,1
"Mexico",302,"1 kg","Washed / Wet",7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,2
"Mexico",15,"1 kg","Semi-washed / Semi-pulped",7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,10
"Guatemala",50,"69 kg","Washed / Wet",7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,1
"Vietnam",1,"2 kg","Washed / Wet",7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,0
"Tanzania, United Republic Of",1,"60 kg","Washed / Wet",7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,4
"Brazil",1,"5 lbs","Natural / Dry",7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,1
"Mexico",10,"1 kg","Washed / Wet",7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,9
"Mexico",100,"1 kg","Washed / Wet",7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,23
"Mexico",42,"1 kg","Washed / Wet",7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,1
"Mexico",250,"1 kg","Washed / Wet",7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,14
"Mexico",28,"1 kg","Washed / Wet",7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,1
"Colombia",250,"70 kg","Washed / Wet",7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,1
"Brazil",320,"60 kg","Natural / Dry",7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,5
"Guatemala",50,"69 kg","Washed / Wet",7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,1
"Guatemala",80,"69 kg","Washed / Wet",7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,3
"Honduras",275,"69 kg","Washed / Wet",7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,2
"Brazil",320,"2 kg","Natural / Dry",7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,0
"Tanzania, United Republic Of",20,"60 kg","Washed / Wet",7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,0
"Tanzania, United Republic Of",10,"60 kg","Washed / Wet",7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,7
"Brazil",300,"2 kg","Washed / Wet",7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,2
"Indonesia",320,"4 kg","Semi-washed / Semi-pulped",7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,0
"Honduras",275,"1 kg","Natural / Dry",7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,5
"Costa Rica",275,"69 kg","Washed / Wet",7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,3
"Mexico",320,"5 lbs","Washed / Wet",7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,4
"Taiwan",10,"30 kg","Semi-washed / Semi-pulped",7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,0
"Taiwan",10,"30 kg","Washed / Wet",7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,0
"Mexico",310,"1 kg","Washed / Wet",7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,6
"Guatemala",275,"69 kg","Washed / Wet",7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,4
"Mexico",100,"1 kg","Washed / Wet",7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,13
"Mexico",15,"1 kg","Washed / Wet",7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,4
"Mexico",275,"1 kg","Washed / Wet",7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,2
"Mexico",250,"1 kg","Washed / Wet",7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,2
"Mexico",12,"1 kg","Semi-washed / Semi-pulped",7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,4
"United States (Hawaii)",13,"100 lbs","Washed / Wet",7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,1
"Honduras",275,"69 kg","Washed / Wet",7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,3
"Guatemala",25,"69 kg","Washed / Wet",7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,0
"Taiwan",20,"50 kg","Washed / Wet",7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,0
"Costa Rica",250,"69 kg","Washed / Wet",7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,1
"Tanzania, United Republic Of",100,"60 kg","Washed / Wet",7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,5
"Malawi",10,"60 kg","Washed / Wet",7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,0
